Date,ABB LTD N,ADECCO N,ALCON N,GEBERIT N,GIVAUDAN N,HOLCIM N,JULIUS BAER N,KUEHNE+NAGEL INT N,LINDT PS,LOGITECH N,LONZA N,NESTLE N,NOVARTIS N,PARTNERS GROUP N,RICHEMONT N,ROCHE GS,SANDOZ GROUP N,SCHINDLER PS,SGS N,SIG GROUP N,SIKA N,SONOVA N,STRAUMANN N,SWATCH GROUP I,SWISS LIFE HOLDING AG N,SWISS RE N,SWISSCOM N,UBS GROUP N,VAT GROUP N,ZURICH INSURANCE N
2023-10-06,0.0156153989210978,0.014206116833358,0.0034975374456887,0.0088652106089051,-0.0237602917147612,0.0192786778531421,0.0287517828530308,0.0091778567193681,-0.0382294420436076,0.0134500986197858,0.0216718394118606,-0.0252668564151957,0.0131829152914948,0.0228514229594081,0.0111956654546125,0.0056748935621901,-0.0019918710899686,-0.0026889079895783,0.0075364965296917,-0.0082873139052528,0.0121475532493842,0.018404999179497,0.0096196750614745,-0.000862793792959,0.0220014428201866,0.0197396571873007,0.0026051376757989,0.0178001093344606,0.0,0.0160193496484852
2023-10-09,-0.0211033691123893,-0.0005493051359516,-0.0119082600720791,-0.0074692246210551,-0.0024692082813146,-0.0150611737599049,-0.0057941803356978,-0.0034103760971389,0.0036611073611834,-0.0117284056332882,0.0,0.010967236703419,-0.0028280711486405,-0.0140844338698512,-0.0287866095977187,0.0110839437100942,0.0075847548883445,-0.013480788547923,0.0018054289030509,-0.0083565674024874,-0.0205743447554416,-0.0032437527931925,-0.0108272888685844,-0.0099309221511537,0.0006944279844225,0.0063816052307019,0.0077951057038405,-0.0071748497500454,-0.0310672707533994,0.0052555920495107
2023-10-10,0.0221743330960819,0.0151140424023854,0.0202821833389839,0.0221337123097986,0.0307638990096068,0.0312944342082002,0.0106273581228759,0.0110266123597568,0.0140698715657399,0.0118675935847412,0.0118880727993218,0.0187371736534487,0.0112331075860561,0.0266009167747367,0.0387597393136032,0.0071755859005808,-0.012678331866255,0.0213173448821439,0.0105561214529277,0.0234082476775869,0.0288839801232867,0.0223151810204083,0.0284588403721464,0.020933269824219,0.0055517017780322,0.020080321883815,0.0040515413693116,0.0144534004768897,0.0479364715202836,0.0111691982731267
2023-10-11,0.0057246097475249,0.0016242718008894,-0.0198789939393122,0.0017323674661875,-0.0078902997088069,0.0006895431484461,0.006445012695496,-0.0154193447912461,0.0174716907573351,-0.0104937690169147,-0.0043767926397368,0.0180058975171639,0.0062835801737153,0.0043186747563248,-0.0403863077432646,0.0055412495439084,0.0337078469403204,-0.0034787582124141,0.0017834750662577,-0.0073192516046964,-0.0021267884543373,-0.0031832736394914,0.0089400200347218,0.0012814754367522,0.005521050551867,0.0078740744323768,0.005135733713395,0.0102404829868731,0.0142380586320456,0.004465407643583
2023-10-12,0.001497812373258,0.0078378269422936,0.0008818078843544,-0.0108084855391867,0.006224074029373,0.0041350850883044,-0.0006740046115371,0.0110771547090979,-0.0146464669921436,0.0205863191618647,-0.0013883229504284,-0.0165458631106392,-0.0070248862594074,-0.0009555936119272,-0.0073193492954828,-0.0053136414397297,0.0310560089309894,0.0016112085733945,-0.0007630035336217,-0.0341014479289829,0.0012788542777315,0.0041058701797169,0.002953529748652,-0.010665517356055,-0.0006863255394038,0.000822405027226,-0.0051094927193776,-0.0044071876566161,0.0370370803575395,-0.0014039160170989
2023-10-13,-0.0143583226081086,-0.0262805309734514,-0.0038178811277003,-0.0172640119114539,-0.0051545776965304,-0.0041180565739724,-0.0215851842866146,0.0011333030415721,-0.0015376658502346,-0.0085573684124246,-0.0312788928852544,-0.0032877499012956,-0.017181279216178,-0.0162602260831355,-0.0239630266624869,0.0092992782602769,0.0468749312923597,-0.0056300098112525,-0.0111988052607824,-0.0257633291381976,0.002979977413249,-0.0118128240503412,-0.021876247804534,-0.0263044635390083,-0.0072115650540877,0.0067789764226586,0.001834203975306,-0.024789797954408,-0.0224654250893254,0.0030459166159813
2023-10-16,-0.0075872621556088,0.0057835584076992,0.0117924226415095,0.0057815958636424,0.0051812850327999,-0.0003444493718665,-0.0020682196942397,0.003396299906361,0.0092402034466976,0.0,0.0191341400778843,-0.0025222006957298,-0.0036567034895843,0.0097229038101991,0.001416287233745,-0.0113697736639191,0.0562848178474166,-0.0115934931190575,-0.0020590806607463,0.0029383363277151,-0.0025467501971617,0.0055172361929134,0.01634402229352,-0.0053143978994855,0.0,-0.007141429457231,-0.0040278048038975,0.0190649307136783,-0.0147319385070321,-0.0009342363575421
2023-10-17,-0.001223199083691,-0.0062978915662649,-0.014860054522631,-0.0196771642994798,-0.0068728606171397,-0.0024129923323022,-0.0013817387304039,-0.0203084266852181,0.0010173601831375,-0.0015412858055317,-0.1614644923287307,-0.0003891786669438,0.0020646399946691,-0.0134809638495431,-0.0061292005306945,0.001387796009745,0.0022131168853019,-0.0030005150273346,-0.0082538235685677,-0.0068359986280414,-0.0544680950314535,-0.0105167374056553,-0.0025390502849922,0.0062333214492726,0.0044968064436494,0.0125359418790522,0.0,0.0048998271212934,0.0173445677740353,0.0079494998013689
2023-10-18,-0.0646050120066498,-0.0140535074661475,-0.021887128008776,-0.0324763748424488,0.0027681694899246,-0.0200414346026797,-0.0283639174655394,-0.0234165253021616,-0.0040650924548876,-0.0157455832164366,-0.0352644288220955,-0.0050591254589438,-0.0026328886653831,-0.0200097185508231,-0.0028461866123,-0.0120794385169797,-0.0375402120633138,-0.0248974781578618,-0.0062418871113779,-0.0206489546488455,-0.0265526248825046,-0.00600733006806,-0.0182435492200169,-0.0026548857890199,-0.0017217881875662,-0.0018266075499111,0.0007352812270224,-0.0239361927165842,-0.0452674604287488,-0.003943401828631
2023-10-19,-0.0094927664484919,-0.039686943313291,-0.012700325623968,-0.0030302841421196,-0.0003449979381779,-0.0042313170810113,-0.015307873125071,-0.0106131875378243,0.0,-0.0116061234056773,-0.0078328112037477,-0.0343249178721164,-0.0275380844185947,-0.0272907798236839,0.009038912349734,-0.0440969080660439,-0.0197670185426196,0.0331089702001665,-0.003925715247093,-0.0215863726943921,0.0087841027911741,-0.0065086179339883,-0.0190147520825824,0.0186335163987281,-0.0100034103587596,0.0002033437280506,-0.0091844028437839,-0.0140780785012151,0.0030787202765225,-0.0086167161189782
